Nama Tempat,Foto,Deskripsi,Longitude,Latitude,No Telp,Rating,Ulasan
ISOTRONIK COMP,,"Isotronik (Service Laptop Mahasiswa Jogja) melayani perbaikan semua kendala laptop. Sebelum diperbaiki, laptop kamu mendapatkan pengecekan terlebih dahulu, pengecekan di isotronik 100% gratis. Selain itu semua perbaikan mendapatkan garansi minimal 2 bulan dan kamu hanya bayar saat laptop kamu berhasil di perbaiki.",110.38871052276473,-7.773877459221486,081914781102,4.9,"- Rosfita Hanis Astusi : Tempat yang nyaman untuk service laptop dengan segala kondisi. Masnya sangat informatif dan sabar menjelaskan. Mereka juga memberikan penanganan laptop sesuai persetujuan kita. Oke banget. 😍😍 Apalagi pas ada promo gini. Tertolong banget buat mahasiswa yang butuh service cepet dengan harga terjangkau. 😍                     - Lisa Alparadi : Pertama kali ke Isotronik, posisinya di Plaza UNY lt 2, dari eskalator langsung nemu posisinya ada di pojok. Kebutuhan upgrade RAM dan penyimpanan SSD, harganya affordable di kantong saya xD. Pengerjaannya juga relatif cepat dan pelayanannya ruamah dan jelas banget infonya. Terus garansinya nyampe setahun 👍👍👍                                 - Vika Pratiwi : Terimakasih isotronik, Alhamdulillah laptop kembali normal dan lancar dipakai lagi, pelayanan ramah poll dan sangat informatif, tempatnya juga nyaman banget. Dapet diskon banyak sampai 100k lumayan banget.. Makasih Isotronik sukses selalu 🙏🙏✨ "
Akass Computer,,Melayani servis laptop dan komputer di Yogyakarta dan sekitarnya.,110.39996072276473,-7.80213525248769,08972433686,4.2,"- Diecy Franky Gandasuli : Luar biasa dengan budget 50rb km bs instal ulang dapat windows 10 lagi, mas nya baik bener dah,                   - glowmagicshop channel : Cukup memuaskan.. Buka smpe jam 10mlm wlopun hr  itu pas malem minggu..                                 - Saputra Wahyu : Pelayanan baik. Karyawannya ramah. Most reccomended lah untuk urusan instal software. Sukses selalu!"
Sonny komputer (service komputer & notebook),,"Melayani servis laptop, komputer, dan notebook.",110.38672956879337,-7.7990179740438705,081804351270,5.0,"- Neysha : Pelayanan bagus, cepat, ramah, harga terjangkau, mahasiswa friendly pokonya worth it bgttt                 - Novi Dwi : Recommen bangett service disini, Service sangat cepat dan tentunya harga terjangkau, pelayanan baik sekaliii
Terimakasihhhh.                         - Tujino Putra : Pelayanannya ramah, cepat serta bergaransi..,"
Lasercom UPY | Service Jual Beli Laptop,,"Lasercom UPY merupakan cabang ke 3 dari CV Lasercom Indonesia Berdiri untuk melayani kebutuhan Service HP Terdekat diwilayah Kasihan Sonosewu dan Sekitarnya Kami juga melayani Service Laptop , Service PC Komputer , Service Apple Product Seperti Service iPhone , Service Macbook dan Service iPad untuk Wilayah Jogja.",110.34047703648213,-7.8058477038105964,085725947889,4.8,"-Asbandi : Sangat recom bgt Sih 🙏😉           - Izzan Omaga : baru tahu ada tempat service hp dan laptop se keren gini                                             - K_15_ Irvan Adhitya : Adminnya ramah, tempatnya mudah untuk dijangkau dan untuk perbaikan termasuk lebih murah dibandingkan dengan tempat service lain"
DSG IT SUPPORT- Digital Solution Globalindo,,"Merupakan IT Support untuk bisnis dan perkantoran di Yogyakarta dan sekitarnya. Kami menangani support service komputer, laptop, printer dan jaringan komputer. Kami memberikan layanan antar jemput perangkat komputer, layanan service di tempat (on site) maupun layanan maintenance bulanan untuk memastikan perangkat komputer sehat dan siap kerja.",110.38315492298943,-7.810227112993293,082325733459,4.8,"- Bgs Rhmtpgstu : direktur pak suwarjo beserta para teknisi senior yang berkerja di perusahaan ini  sangat profesional dan komunikasi dengan para tamu yang sedang berkunjung sangat baik dan cukup jelas dimengerti                      - sigit maryanto : pelayanannya ramah, pekerjaannya memuaskan                           - tirania aulia : pelayanannya ramah, tidak pelit ilmu, recommended 👍👍👍👍"
Prisma Computer & Laptop,,Melayani servis komputer baik permasalahan software maupun hardware.,110.35690192065961,-7.798733321710168,081903203377,4.7,"- Dharmawan Sumiran : Servis memuaskan, sangat berhati² dengan upaya mengamankan data sehingga data tidak hilang. Pelayanannya ramah, penjelasannya enak.                                  - Khairul Ihza : Engsel kemarin lepas sebelah dan sulit di buka, beruntung pengerjaan nya rapi dan cepat jadi nggak mengganggu pekerjaan                            - Ilham Eka Prasetya : Pelayanan sangat ramah, pengerjaan cepat dan hasilnya memuaskan+garansi 1 bulan"
MH Komputer,,Pusat service komputer terpercaya di Yogyakarta.,110.38228695345049,-7.806483059784464,082243873278,5.0,"- mun taqo : Harga sangat terjangkau, dan memuaskan                        - novida wahyu : Harga terjangkau untuk pelajar dan memuaskan - Dofi : murah dan cepat"
BKJ Bengkel Komputer,,Melayani service laptop dan komputer di Yogyakarta.,110.38498351536457,-7.793912601045369,0818461886,4.8,"- Ivvatul Iftitah : Alhamdulillah, kendala laptop sy bisa terselesaikan dg baik. Pengerjaan ataupun responnya cepat dan tepat. smg makin sukses dan jaya kedepannya, berkah selalu. Aaamiiinn🤲🏻                   - Miska : Rekomendad buat yg mau servis leptop                                          - Lisa Yani : Pelayanannya baik dan cepat pengerjaannya"
Neo PaneNT Computer,,Neo PaneNT Computer menyediakan Jasa Service yang meliputi hardware dan software.,110.37269767619354,-7.797659397515333,08975009505,4.6,- Lourentius Aditya : Tempat service komputer sejak kuliah            - Bung Jt : Sangat memuaskan                      - suryo alam : Pelayanan Terbaik dari Kakakku
Service laptop bantul,,"Service laptop dan komputer bisa ditunggu , ganti part laptop,lcd,keyboard,adaptor,batrry,ssd,hardisk,instal ulang, semua merk laptop asus,byon,ibm,lenovo,samsung,toshiba,msi,acer,macbook,dell,zyrex,axioo,hp,compaq,sony vaio,dll,ripair cassing laptop,servis laptop mati total,bluescreen,gagal buting,stuck logo,restart sendiri,overheat,riset paswword bios,bios terkunci,spiker rusak,camera rusak,dll",110.33905668413625,-7.880102933868488,081211114146,4.9,"- Eni Listyanti : Instal ulang laptop bisa ditunggu saat itu juga, pas dateng mepet jam tutup operasional tapi tetep dilayani sampe beres. Pelayanan ramah, ga kerasa nunggu proses 2 jam an karena diajakin ngobrol masnya terus. Tempatnya di pinggir jalan besar gampang ditemuin.                                        - Safitri Fitri : Tempat nya nyaman, mamas nya ramah dan baik polllll. pdhl tutupnya jam 21.00 karena aku maunya mlm itu jg karena mau ngejar deadline tugas, akhirnya smpek jam setengah 12 dong ditungguin sama mamas nya😭🙏. Pokoknya rekomendasi bgt deh buat kalian yang mempunyai masalah sama laptop, langsung aja cuss ke tempat ini                                    - Dwi Candra : Malam² service laptop karena urgent dan bisa ditunggu sangat membantu sekali. Biaya terjangkau dan teknisinya ramah 👍👍"
Sahabat Laptop,,"Melayani segala macam kerusakan Laptop dan PC, baik Hardware maupun Software. Mati total, repair engsel & casing, bluescreen, no display, dll",110.38882857881009,"-7.773160157004139,",085155016008,5.0,"- Dyan Kusuma : Pelayanan memuaskan, masnya asik ramah. Pengerjaan cepat, rekomendasi pokoknya. Terimakasih laptopku sudah normal kembali 😁                                    - Saprina Melita : Kerjaanyaa keren dan bagus, laptopku jadi bisa berfungsii lagiii. Recommend kalo mau service                                                   - Ipha Baharun : Pelayanannya sangat baik. Masnya juga ramah untuk ditanya-tanya tipe leptop yang harus dibeli. Sudah 2 kali ke sini: pertama perbaiki leptop adik dan wortin banget dan datang kedua kalinya untuk upgrade MS. Office."
Miui Center Service,,Service Smartphone & Laptop (Hardware - Software).,110.38680060021699,-7.793196297271678,08562875897,4.3,"- Anna Anditha S. Pd : Mi Helper recommended area Yogyakarta. Bisa service android + laptop juga.
Fast respond, pelayanan ramah, kerjaan oke, biaya ramah di kantong.
Nice job! Sukses selalu!                     - Arief Ilham : respon cepat, kerja bagus 👍👍👍                                    - Muhammad Khairul Rijal : Direkomendasikan di Yogyakarta"
KEISA komputer,,"Melayani servis, instalasi, upgrade, dll pada laptop dan komputer.",110.39027674299042,-7.805016405399121,08122719167,5.0,"-irfan Hibatulaziz : Pekerjaan cepat, cleaning bisa ditunggu, pelayanan memuaskan                    - Ngazizah : Laptopku udah dibawa ke 2 tempat servis ngga bisa, eh disini langsung bisa, respect bgt sama mas"" servisnya                          - 14 MG : tempat servis segala laptop paling okee dan cepatt pengerjaannyaa, recomended👍🏽"
Monster Laptop UGM,,"Meleyani jual beli laptop second bergarabsu, beli laptop bekas segala kondisi, servis laptop segala kondisi, pergantian spare part baru/bekas, recovery windows, install windows, install aplikasi, dll.",110.38032232298869,-7.765889531427028,082137250446,4.4,"- salwa nsrn : pelayanan bagus, admin sangat ramah                       - Riyan Pradika : Pernah service ditempat ini.pelayanan dan pengerjaanya sangat baik💫                                - cacaceo 667 : Pelayanan yang bagus ramah servisnya memuaskan  🤗"
