Nama Tempat,Foto,Deskripsi,Longitude,Latitude,No Telp,Rating,Ulasan
"MM COMPUTER SOLO, Pusat service laptop, Service Macbook",,"Pusat Service Laptop solo | MM COMPUTER merupakan salah satu tempat service laptop di Kota Surakarta. Service laptop ini melayani perbaikan berbagai jenis komputer seperti laptop, notebook, personal computer (PC) / komputer rumah dan merk komputer seperti komputer dan laptop lenovo, asus, acer, toshiba, dell dan lainnya. Pusat Service Laptop solo | MM COMPUTER melayani service laptop dengan kerusakan mati total, install ulang, ganti layar, ganti keyboard, ganti baterai, reparasi komputer dan lainnya. Jasa service laptop ini dilengkapi dengan tenaga profesional dan menawarkan harga service laptop yang terjangkau.",110.79912602330500,-7.563487711482076,085641106138,4.2,"-Muh Wyndham:Pelayanan cepat, masnya ramah, one day service pas ganti keyboard, selalu konfirmasi keadaan barang sebelum reparasi dan Sesudahnya.
-Miftah Adib Hendiyanto:Mantap lur. Pengerjaan cepat. Pegawainya ramah
-Afif Andong:Pelayanan sangat baik, murah, dan cepat"
JETCOM Computindo,,"Pusat Penjualan dan Servis Laptop, Servis Komputer, Servis Printer, Servis Proyektor, CCTV, Servis UPS.",110.79730726440900,-7.566488699869652,08122606440,4.9,"-Kampung Nayu:Pelayanannya ramah, bisa konsultasi service oomputer ato laptop dll, harga murah.. Next kesini lagi kalo mau service.. ✌
-Nur Amriyani:layanan memuaskan, sudah langganan service laptop dan printer disini
penjualnya baik, sering dikasih bonus aksesoris
-Nieke Desira:Lokasi yg strategis di tengah kota solo ,pelayanan yg baik dan memuaskan harga bersahabat,owner ramah,dapat bonus aksesoris👍sukses selalu untuk Jetcom …"
Service laptop solo - SMD COMPUTER,,"SMD COMPUTER merupakan perusahaan yang melayanai service laptop Dan Pc Dengan kerusakan hardware ataupun software, upgrade laptop, Menyediakan Berbagai Sparpart laptop maupun PC. Melayani service LCD Tv & Monitor, service Proyektor – layanan jual beli laptop 2nd.",110.79466334109600,-7.564548840952722,085725329703,4.5,"-Farhan:Laptop gaming sy intermittent freeze/hang, kebetulan susah dicari akar mslhnya, recommended service, mau upgrade jg bisa
-Firdaus Ruby:Harga paling miring diantar toko toko lain, pengerjaannya juga cepet anter pagi sore ambil padahal bongkar bongkar, adminnya ramah dan informatif 👍🏻 …
-Shodiq Ridwanu
:ok, proses cepet dalam proses reparasi/bisa ditunggu. tarif/ongkos harga standar lah."
Rizky Comp Solo,,"Menangani permasalahan komputer, merakit komputer, dan install ulang komputer.",110.77945541164800,-7.558030546913918,085647687675,4.7,"-Pesona Fragrance:Layanan kirim ke rumah
Makasih Mas Rizqi. Mudah mudahan awet dan barokah
-Purwaka Ipung:Saya puas belanja komputer 2nd dan aksesorisnya di sini, harga tidak mahal, barang berkualitas, diterangkan dg jelas kualitas masing2 barang, 👍 …
-Toto Niman:Bagus, layanan nya cepat, harga nya juga ramah dikantong, service komputer dan laptop apa aja"
Victor Computer,,"Tempat servis yang melayani servis laptop, komputer, printer, installasi windows, dan menyediakan aksesoris laptop dan komputer. Melayani penjualan di toko dan pesan antar.",110.81318265888700,-7.579851041448322,085707021187,4.5,"-ruru: Pelayanan ramah banget, dijelaskan dgn rinci dan mudah dipahami tentang gadget yg mau diservice. Ke sini dua kali utk service laptop dan printer. Di WA juga komunikatif. Sangat puas 👍 …
-Yulita (tita): Pelayananny sangat ramah, alatny komplit, bisa servis dari software sampai hardware.. sdh langganan dr th 2018.
-Didik Setiyadi: Toko komputer disolo yg sudah berdiri puluhan tahun."
ENTER COMPUTER service laptop,,Melayani servis laptop dan komputer di area solo dan sekitarnya.,110.85659274109600,-7.554189611152856,081227012342,4.9,"-Zaidanur Hafiz:pelayanannya baik sekali
-Lanina Pasha Shafira:Pelayanannya ramah, baik Terimakasih sudah membantu
-oktavia ramadani: rekomendasi buat yang mau cari laptop buat kuliah, selain harga terjangkau, juga dapet garansi 2 resmi"
servis laptop wahono,,Tempat servis laptop dan komputer dengan harga terjangkau dan teknisi yang ramah dan rekomended.,110.83717989999100,-7.54921212889782,085700024588,5.0,"-Valentino Lisoni:Bapaknya ramah banget, servis laptop +dikasih ilmu…, jangan ragu gesss worth it parahhh
-054_Wisnu Putra Pratama:Service cepat,amanah,dan ramah pokok langsung sat set
-Dhiyaa Zaskiaa:pelayananya nyaman,ramah,blm ada sehari udah jadi,teliti bgt,telatenn bgt,bintang 10 si ini"
Service Laptop Solo - SS Computer,,Tempat servis yang melayani servis laptop dan komputer serta permasalahan laptop lainnya.,110.79771679999100,-7.550838405247176,081227003003,5.0,"-Gesta Nopha: Service terbaik sih
-Sinta Ari Susanti: Solutif, cepat, pelayanan ramah, mantaaaaap!!!!
-Peppy Putri: Servis laptop terbaik terpercaya"
Vanjava Computer,,"Melayani jasa service laptop & komputer, software maupun hardware. Jual beli laptop & komputer second bergaransi. Tersedia juga Accesories hingga Spare Part laptop.",110.858155356853,-7.550838405247176,085647087870,4.9,"-Annisa Silmi Nur Azizah:Saya service keyboard disini, pelayanannya bagus, pengerjaannya juga cepet, recommended buat yng mau service laptop dan komputer. 
-Wahyu Rizky Pratama: muter” solo nyari wifi card msi ga nemu”, keluhan laptop bya wifi & bluetooth sering hilang.. niatnya beli wifi dongle aja tapi pas coba tanya kesini pas bgt ada wifi card msi.. langsung pasang & alhamdulillah wifi & bluetooth muncul lagi seperti sedia kala.
-Siti Astiani Solihah: Pelayanannya bagus, ganti layar siang diservis malemnya udah selesai. Harganya murah buat mahasiswa. Recommended."
Android Computer,,"Jual, Beli & Servis Komputer, Tersedia Printer Baru & Second, Sewa Laptop Grosir untuk Ujian",110.82397145454400,-7.592244528457561,085642055499,5.0,"-Pandet Linggas: Bisa tukar tambah laptop..harganya pas terjangkau..
-bening 7591: Lokasi strategis,, pelayanan ramah dan cepat.. Recomended untuk yg cari barang bagus harga mulus..
-Anak manja: Service baik dan cepat..harga trjangkau"
Tisanda Computer,,Melayani servis laptop dan komputer di area solo dan sekitarnya.,110.86047749999169,-7.554467288392424,085799881106,4.3,"-chandra eka: Servis baik, bahkan jika masih ada keluhan setelah proses instalasi pun akan dilayani dengan baik. Harga instal per-software cukup murah, dan lumayan lengkap. Keep the good work!
-Arifan Galang: Pelayanan ramah, installasi cepat dan direkomendasiin sesuai dengan spek laptop/pc kalean
-ario hadiputro: Tempat instal program yg Sipppp...lengkap dan harga nyaman ..👍👍👍 …"
D@risComp Bengkel Laptop Notebook Komputer,,Jasa perbaikan dan perawatan laptop dan komputer di area Solo dan sekitarnya.,110.81113566922025,-7.529437869451061,082134691618,4.8,"-Muhammad Abid: Ownernya ramah. Pelayanan cepat. 2 hari sudah selesai. Chat responsif. Amanah dalam bekerja. Hasil service memuaskan. Melayani antar jemput laptop juga. Biaya servis juga murah. Recommended bagi yang mau servis laptop 👍🏻 …
-Amalia Putri: sebelumnya window 10 saya ada bug yang mengakibatkan radeon R5 saya error yaitu vram yang trrbaca hanya 72mb. sekarang window 7 telah terinstall dan masalah itu sudah ter fix. dan vram saya normal menjadi 512mb
thanks mas daris 😄 …
-Iqbal Trianggoro Putro: Pelayanan cepat dan amanah. Ekspektasi bakalan ganti keyboard ternyata cukup dibersihkan saja. Sukses selalu. Aamiin.."
Risc Computer Service Division,,"Selain menjual berbagai merk laptop, printer dan lainnya, Risc Computer Service Division ini juga menyediakan service terbaik untuk mengatasi permasalahan pada laptop. Dari mulai ganti sparepart atau masalah lain pada laptop Anda. Selain itu, teknisi juga komunikatif untuk menjelaskan detail kerusakan. Harganya pun cukup miring sehingga bisa lebih menghemat kantong.",110.79890892943945,-7.564430070566533,081225922592,4.6,"-Herman Budi Sasongko: Selalu langganan service leptop maupun printer di sini.
Mbak Widya nya Ramah Banget.
Untuk harga nya lumayan lah, bersahabat,
Pelayanan Service nya juga cepat.
Bagus Pokoknya.
-Ki Bodronoyo: Pelayan menyenangkan tempat mudah di jangkau dan nyaman
-Bela Wahyu Kusumaningrum: Pelayanannya sangat2 ramah bngt, harganya juga agak miring dari yg lain. Pokoknya recomend bngt, yg lagi cari keperluan buat kuliah atau kerja, seperti laptop, printer, dll. Dijamin puas dengan hasil pelayanannya. Terima kasih 🙏🏻 …"
LAPTOP RUMAHAN,,Melayani sarvis laptop dan komputer dengan harga terjangkau.,110.79129348342471,-7.572465723547936,08386080003,5.0,"-Risma Nur Hidayah: mantapp, batreyy kembalii normal setelah diganti disini. setelah ribuan tempat sy tanyai, emg disini yg paling murah dan pelayanannya baguss + diantar smpe tujuannn.. makasi kakk
-Aulia Rahma Triyani: Awalnya kirain tersesat, nyatanya enggak hehe..
Pliiss, rekomen bgt untuk servis disini, terjangkau harganya buat mahasiswa nih. Jangan ragu pokoknya deh, bapak ibuknya bae bangeet. Gass kalo mw servis atau apapun disini aja ges
-Muh Anwar: Pelayanan baik, seller ramah. Harganya murah dan terjangkau. Seller gak pelit info dan jujur penjualan nya. Apalagi melayani antar barang wilayah solo. Wes mantep pokok e"
Delta Computer,,"Menyediakan berbagai macam barang IT yang koleksinya lengkap dan bervariasi, dan soal kualitas barang IT yang tersedia ditoko ini juga kabarnya bagus kok, karena semua barang IT yang tersedia ditoko ini dari merek ternama yang sudah teruji soal kualitas dan kekuatannya.",110.85429302330506,-7.56412704093909,081226403011,4.8,"-toms aja: Pelayanan Purna Jualnya.. Juwaraa bangett.. melayani service ditoko dan onsite.. tinggal atur jadwal dgn customer service aja.. teknisi datang ke rumah.. karyawannya ramah banget.. untuk harga laptop juga sangat bersaing dgn toko laen.. disini juga melayani pemesanan custom seminar kit..  paket komplit banget ini..
-Erny Wonderwoman: Kalo pelayanan sih emang jagonga ya produk produk kualitas oke banget gak nyesel pokonya belanja sini. Semoga selalu djaga ya kualitasnya
-Anugrah S. Pratiwi: Tau Delta dari kakakku yang udah pernah beli laptop di sana, awal payment DP karena beli online. Awalnya deg-degan beneran ga yaa, tapi emang udah trusted! Barang kosong cuma inden beberapa hari udah ready, pelayanannya okeyy bangett, dateng langsung disambut baikk. Pengecekan item menyeluruh walau kita kurang tau apa aja yang perlu dicek, bakalan dikasih tau kakaknya! Sangat informatif. Beberapa hari ada konfirmasi akun yang dibuatin Delta, perlu OTP chat Delta aja sangat fast respon dan solutif 🤗🤗🤗 banyak promo dan hadiah jugaa setiap pembelian 🙈🤑"
Suha Computer,,Toko yang menjual laptop maupun komputer tetapi juga menyediakan jasa servis laptop dan computer.,110.8064995938573,-7.578384553593998,0816672475,4.2,"-Arda Octavarika: Keluhan : laptop hidup tapi windows 7 tidak jalan.
Solusi : install ulang windows 7 dengan harga 75k sudah terinstall software² utama spt word chrome, ppt, excel.
Pelayanan cepat dan ramah.
-Anta: Pernah punya masalah sama pc, udah muterin solo buat nanya permasalahan pc saya dibanyak toko komputer, ga ada yg bisa benerin. Pas nyobain kesini karena deket rumah, mereka bisa. Solusinya dikasih tau teknisinya jangan dicabut kabel powernya, biar tetep ada listrik yg ngalir kalau pas mati. Sesimpel itu dari banyak toko komputer cuma teknisi suha yg bisa nyelesaiin.
-Pratama Angga Buana: Ini yang saya tau pengalaman dulu semasa kerja dekat sama suha harganya miring dibandingkan toko elite lainnya di sekitaran tipes laweyan. Komplit, lengkap dan pelayanan ramah. Parkir adea lumayanlah asal g pada bawa mobil smua."
Saung computer/ Klinik Laptop,TIDAK ADA GAMBAR,Tempat servis laptop dan komputer yang menyediakan berbagai aksesoris juga.,110.85953617667829,-7.554335924559351,085647091946,4.3,"-Krismona Dewi Arini: Waktu pengerjaan lumayan cepat. Selain sebagai tempat service, juga menjual beberapa komponen yg berhubungan dengan laptop atau komputer.
-Pratiwi Wulandari: Minggu lalu, saya mengantar teman service laptop 
disini karena engselnya bergeser. Sebelum di service, seller memperkirakan biaya sekitar 75-100k. Keesokan harinya, laptop diambil dan biaya 100k.
-Sabrina Kurniawan: Tokonya InsyaALLAH amanah, bisa di nego urusan harga, garansi kekeluargaan"
JARVIS - Jasa Instal Ulang Laptop dan Komputer Solo (Surakarta),,"Tempat service yang bisa instal ulang laptop, atasi masalah pada keyboard, atau upgrade SSD dengan teknisi berpengalaman dan dapat mengatasi berbagai masalah pada laptop Anda. Selain itu, penjelasan mengenai detail kerusakan juga sangat baik sehingga Anda mengerti penyebab kerusakan tersebut.Biaya servis pun terjangkau.",110.78485369999167,-7.5675762058643485,082223434250,4.7,"-mudah berkah
: buat kamu kamu yang mau laptopnya lebih kenceng upgrade aja ssd laptop di JARVIS aja.
-Azka Firdaus: Jazakallah khoir atas pelayanannya...JARVIS tempat yang RECOMENDED banget buat service laptop dan mau nambah RAM juga bisa..juga tersedia game yang cukup lengkap...😁 …
-konveksi Gamiskuu: MasyaAllah... pelayanan ramah dan mantab. service murah dan berkualitas"
Bolang Komputer,,Jasa perbaikan dan perawatan laptop dan komputer di area Solo dan sekitarnya.,110.80894728633989,-7.540084971159958,087835369249,4.6,"-Andika Dewan: Mantab.. boss
-Auya Safar: Mantap
-Suryo Adinugroho: Pengalaman yang menyenangkan"
Catatan Tuser Computer Laptop,,Jasa perbaikan dan perawatan laptop dan komputer di area Solo dan sekitarnya dengan teknisi yang terpercaya.,110.80145441933712,-7.54645889172044,085171062812,4.9,"-Ulir Satpol: servisan profesional bertanggung jawab... tarif tergolong terjangkau daripada tempat lain...
-IAMCUTEBEBY OFFICIAL: Pelayanan mas bobby mantap dari install, problem solving semua dilibas !!! Dijamin pasti puas ! Sukses mas bobby !!
-Agus Triyanto: layanan Service dan upgrade sangat memuaskan sekali dan ditambah fasilitas remote yang sangat membantu sekali dalam menghadapi kesulitan di aplikasi komputer
pokoknya recomended banget buat rekan rekan yang mau service atau upgrade PC/Laptop... Bintang 5 ndak cukup...harus bintang 10
"
Marjan Computer - Jual Beli - Service Laptop Solo,,Jual beli laptop second berkualitas dan menyediakan jasa servis laptop dan komputer serta melayani perakitan PC.,110.79243137054391,-7.559998064723543,081259791633,4.7,"-Zahrotul Latifah: recomended bangettt sii buat yang cari monitor, pc, laptop, mouse, keyboard nvm atau bisa bangett buat yang mau service laptop komputer dan lainnya, soal harga? pastinya terjangkau dan juga ada garansinya, pelayanannya juga ramah dan baik
-tiara anjel: rekomended bangett untuk cari komponen komputer, laptop atau PC karena barangnya selalu ready yang bagus dan terbaik. harga terjangkau tapi barang nggak murahan. pelayanan juga paling Joss dehhh sukses terus Marjan com.
-Nurul alfiatus Syifa: Solusi untuk segala masalah komputer?, di marjan komputer aja. Barang berkualitas dan harga terjangkau, pelayanan ramah serta amanah.barakallahufik👍🙏 …"
Kuraki Komputer Solo,,Jasa perbaikan dan perawatan laptop dan komputer di area Solo dan sekitarnya dengan teknisi yang terpercaya. Melayani perbaikan hardware maupun software.,110.8498462822006,-7.560326008174857,081391760305,4.6,"-Agustus: Kesini beli ram, haga ram disini lebih murah di banding beli baru, ram langsung bisa di pakai di pc saya, untuk pelayanan biasa. Disini juga ada banyak banget komputer, dan monitor tinggal di sesuaikan dengan budget.
-Fitri Yani Muana Sari: Saya sangat puas dengan pelayanannya, dan hardware yg saya cari 90% disini ada semua... Dan saya pesan bbrp unit PC disini tersedia banyak pilihan...
-arjuna Ldi (rie): Pelayanan mantap, pencarian cover laptop dell LAT 7250 yg susah bgt, akhir ketemu disini. Sukses terus mas, semoga nanti bs mampir liat2 barang2 unik disana."
Komputer Cepat,,Jasa perbaikan dan perawatan laptop dan komputer di area Solo dan sekitarnya dengan teknisi yang terpercaya. Selain itu melayani perbaikan CCTV dan WiFi.,110.81835250428989,-7.574040088211509,087836742082,4.3,"-Fahmi Syakir: Mantap jossss ownere ramah. Mantulll rekomended
-Rohman “Maestro Laser Cutting”: Komputer cepat..
Cctv dan Wifi.. dll
-Nicholaus Slamet Budiono: Langganan sudah dr jaman dulu...Recovery Hardisk, Rakit CPU dll
Dari Rembang bela belain ke Nusukan Solo
Trusted !!! Recommended !!! Friendly !!! Harga relative murah
The Best pokoknya...."
Service Laptop Solo [Solo Home Service],,"Toko yang menjual laptop maupun komputer tetapi juga menyediakan jasa servis laptop, macbook dan computer.",110.84926019999166,-7.5621622058393285,081326362338,5.0,"-Margareta Aryadita: Pelayanannya bagus dan sangat memuaskan. Karyawannya ramah dan bikin gak bosen nunggu. Padahal cuma aktivasi microsoft tapi di cek keseluruhan mulai dari baterai, hardisk dll. Ruangabbya juga nyaman dan berAC
-FawSharam Studio: Pelayanan langsung dengan owner nya, Ramah, Cepat tanggap juga. Harga bersaing. Ruangan BerAC, Strategis. Bisa WA dulu untuk tanya estimasi harga dan diagnosa kerusakan.
-Ariyani Leila Syarifa: pelayanannnya cepat, mas nya baik dan ramah, harga nya pun murah👍👍👍"
MSC Mitra Surya Computer Solo,,"Melayani service computer, laptop printer. Jual beli computer dan infus printer, isi ulang tinta printer dan toner laserjet",110.86033069446937,-7.556304724441178,085726734444,4.8,"-Nagaza Syafa Charnova: Pelayanan baik 👍 …
-Renti Iswarindra: Mantap
-Ali Mustofa: Komputer servis solo MSC Good Alive"
LENOVO Authorized Service Center by CV Tunggal Opti Persada,,Melayani servis laptop dan komputer.,110.82036891164837,-7.581111117781006,082327004249,4.9,"-kaki ku: Ruang tunggu nyaman, pelayanan cepat, petugasnya ramah dan solutif
-maya sabela: Pelayanan jossss banget. Dibantu sampe bener-bener tuntasss. Admin fast respon. Kemarin kesana jam 2an katanya mau diproses besoknya eh sorenya jam 5 dapat SMS masukkk terkait penanganan servis. Perbaikan juga cepet katanya paling lambat 5 hari lohh ini 3 hari dah jadi.
-SN SR: Kesini buat servis. Pelayanannya sangat bagus dan tempatnya juga nyaman. Ditanya-tanyain dan dikasih penjelasan dengan jelas. Apalagi buat saya yang awam sama masalah komputer/laptop👍😀 …"
